n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
210 | Hooda, Jagbir Singh | GEORGIA STATE UNIVERSITY | 1997 | male | 3 | 1 | 1998 | 5 | 4 | 2005 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
211 | Krishnamurthi, Anita | THE OHIO STATE UNIVERSITY | 1997 | female | 2 | 3 | 2001 | 3 | 8 | 2003 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 3 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
212 | Black, Gregory James | CORNELL UNIVERSITY | 1997 | male | 3 | 8 | 2013 | 4 | 12 | 2013 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
213 | Chun, Mark Richard | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 4 | 2010 | 1 | 29 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 1 | 3 | 1 | 3 | 4 | 4 | 2 | 1 |
214 | Stout-Batalha, Natalie Marie | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 1 | 2 | 2000 | 2 | 3 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
215 | Kopko, Michael, Jr. | UNIVERSITY OF PITTSBURGH | 1997 | male | 1 | 0 | 1997 | 5 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
216 | Liubarsky, Igor Romanovic | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 1 | 0 | 1997 | 16 | 62 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 0 | 9 | 0 | 4 | 2 | 3 | 1 | 4 | 4 | 8 | 9 | 6 | 8 | 7 | 6 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |
217 | Messenger, Scott Roger | WASHINGTON UNIVERSITY | 1997 | male | 4 | 11 | 2015 | 7 | 43 | 2017 | 0 | 0 | 2 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 2 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 4 | 2 | 0 | 1 | 2 | 0 | 2 | 0 | 3 | 6 | 1 | 3 | 2 | 0 | 7 | 0 | 1 | 3 | 1 | 3 | 4 | 1 | 2 |
218 | Porrata, Rodin Antonio | UNIVERSITY OF CALIFORNIA, IRVINE | 1997 | male | 1 | 0 | 1997 | 18 | 93 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 4 | 0 | 10 | 0 | 4 | 1 | 6 | 2 | 3 | 3 | 4 | 7 | 5 | 7 | 4 | 7 | 11 | 12 | 13 | 7 | 0 | 1 | 0 | 0 |
219 | Senay, Matthew Charles | UNIVERSITY OF HAWAII | 1997 | male | 2 | 0 | 1997 | 9 | 6 | 2000 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 3 | 4 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
220 | Knop, Robert Andrew, Jr. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 3 | 4 | 2006 | 6 | 32 | 2013 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 2 | 1 | 4 | 2 | 2 | 3 | 2 | 3 | 1 | 5 | 4 | 0 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
221 | Lee, Ho-Hsin | THE OHIO STATE UNIVERSITY | 1997 | male | 6 | 3 | 2005 | 12 | 25 | 2014 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 5 | 4 | 2 | 1 | 1 | 4 | 0 | 2 | 3 | 2 | 1 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 2 | 0 | 0 |
222 | McClune, James Cephas | UNIVERSITY OF MISSOURI - COLUMBIA | 1997 | male | 1 | 0 | 1997 | 3 | 2 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
223 | Frazier, Njema Jioni | MICHIGAN STATE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
224 | Hearty, Thomas Joseph, III | UNIVERSITY OF GEORGIA | 1997 | male | 1 | 4 | 2009 | 2 | 10 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
225 | Knopp, Graham Paul | UNIVERSITY OF HAWAII | 1997 | male | 4 | 0 | 1997 | 5 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
226 | Hartman, Colleen N. | THE CATHOLIC UNIVERSITY OF AMERICA | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
227 | Peterson, Glenn Earl | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 1 | 1 | 2015 | 2 | 3 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
228 | Buell, James Francis | THE UNIVERSITY OF OKLAHOMA | 1997 | male | 2 | 2 | 2013 | 2 | 6 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 |
229 | Audley, Michael Damian | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 2 | 3 | 2016 | 2 | 9 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
230 | Chen, Qinxue | UNIVERSITY OF ALASKA FAIRBANKS | 1997 | None | 2 | 4 | 2014 | 3 | 14 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 4 | 0 | 0 |
231 | Pilla, Ravi P. | COLUMBIA UNIVERSITY | 1997 | male | 2 | 1 | 1998 | 2 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
232 | Rice, James William, Jr. | ARIZONA STATE UNIVERSITY | 1997 | male | 1 | 1 | 2006 | 3 | 32 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 3 | 1 | 0 | 4 | 11 | 0 | 6 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 |
233 | Stollberg, Mark Thomas | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1997 | male | 1 | 1 | 1999 | 5 | 3 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
234 | Grazier, Kevin Robert | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 1 | 5 | 2016 | 1 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |
235 | Kobulnicky, Henry A. | UNIVERSITY OF MINNESOTA | 1997 | male | 8 | 23 | 2016 | 13 | 78 | 2017 | 0 | 0 | 1 | 3 | 1 | 3 | 1 | 4 | 3 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 1 |  1 | 1 | 2 | 4 | 1 | 4 | 2 | 4 | 4 | 2 | 1 | 4 | 6 | 6 | 4 | 5 | 5 | 5 | 4 | 3 | 6 | 5 | 2 | 4 | 5 |
236 | Lee, Kevin Michael | THE UNIVERSITY OF NEBRASKA - LINCOLN | 1997 | male | 2 | 6 | 2009 | 4 | 90 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 2 | 2 | 1 | 3 | 5 | 5 | 1 | 0 | 6 | 7 | 0 | 3 | 8 | 2 | 2 | 3 | 29 |
237 | Somerville, Rachel Sue | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 3 | 18 | 2015 | 3 | 170 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 1 | 2 | 1 | 2 | 3 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 6 | 1 | 8 | 9 | 5 | 17 | 8 | 9 | 5 | 4 | 17 | 8 | 9 | 14 | 7 | 16 | 16 | 7 |
238 | Hurt, Walter Todd | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
239 | Huang, Jiasheng | UNIVERSITY OF HAWAII | 1997 | male | 10 | 27 | 2017 | 20 | 243 | 2017 | 0 | 1 | 3 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 3 | 1 | 2 | 5 | 2 | 1 | 2 | 0 | 1 | 1 | 1 | 0 |  1 | 2 | 6 | 3 | 5 | 3 | 5 | 2 | 3 | 18 | 2 | 18 | 15 | 24 | 17 | 21 | 21 | 12 | 17 | 11 | 9 | 12 | 10 | 12 | 9 |
240 | Kuchinski, Leslie E. | THE OHIO STATE UNIVERSITY | 1997 | female | 4 | 3 | 2001 | 7 | 7 | 2002 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 1 | 2 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
241 | Truelove, John Kelly | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 3 | 2000 | 3 | 3 | 2000 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
242 | Klassen, David R. | UNIVERSITY OF WYOMING | 1997 | male | 1 | 4 | 2016 | 2 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
243 | O'Neil, Karen Louise | UNIVERSITY OF OREGON | 1997 | female | 5 | 17 | 2007 | 5 | 44 | 2013 | 0 | 0 | 0 | 0 | 1 | 4 | 2 | 1 | 6 | 0 | 0 | 3 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 2 | 1 | 6 | 2 | 2 | 8 | 5 | 5 | 4 | 3 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
244 | Pak, Soojong | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 2 | 2 | 2004 | 4 | 73 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 3 | 7 | 12 | 8 | 3 | 3 | 4 | 4 | 2 | 2 | 4 | 6 | 7 |
245 | Levenson, Nancy Ann | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | female | 4 | 15 | 2009 | 6 | 73 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 4 | 2 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 1 | 1 | 8 | 7 | 4 | 3 | 2 | 2 | 3 | 4 | 3 | 4 | 1 | 2 | 2 | 6 | 7 | 6 | 5 |
246 | McMillan, Russet Jennifer | THE PENNSYLVANIA STATE UNIVERSITY | 1997 | None | 4 | 0 | 1997 | 4 | 26 | 2017 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 1 | 4 | 1 | 5 | 2 | 1 | 2 | 2 | 2 | 1 | 0 | 0 |
247 | Engelbracht, Charles William | THE UNIVERSITY OF ARIZONA | 1997 | male | 2 | 9 | 2010 | 2 | 171 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 2 | 1 | 0 | 1 | 28 | 10 | 20 | 16 | 15 | 13 | 24 | 11 | 8 | 6 | 7 | 5 | 0 |
248 | Ferguson, Jason W. | UNIVERSITY OF KENTUCKY | 1997 | male | 5 | 3 | 2007 | 8 | 30 | 2016 | 0 | 0 | 0 | 1 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 4 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 5 | 1 | 7 | 0 | 0 | 2 | 2 | 1 | 1 | 2 |
249 | Ghosh, Amitabha | THE UNIVERSITY OF TENNESSEE | 1997 | male | 11 | 20 | 2016 | 11 | 76 | 2017 | 0 | 0 | 2 | 2 | 3 | 4 | 5 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 1 |  0 | 0 | 2 | 2 | 3 | 4 | 5 | 2 | 4 | 1 | 1 | 3 | 5 | 6 | 9 | 2 | 4 | 4 | 2 | 1 | 1 | 4 | 3 | 5 | 11 |
250 | Haldemann, Albert Frank Christian | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 3 | 2 | 2002 | 5 | 32 | 2015 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 5 | 0 | 4 | 0 | 1 | 1 | 5 | 4 | 3 | 2 | 4 | 6 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |
251 | Jones, Michael Andrew | UNIVERSITY OF FLORIDA | 1997 | male | 3 | 6 | 2017 | 9 | 27 | 2017 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 |  0 | 2 | 0 | 3 | 3 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 4 | 1 | 0 | 3 | 2 | 3 | 4 | 2 |
252 | Kellen, Michael James | MONTANA STATE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
253 | Marchese, Linda Elizabeth | THE UNIVERSITY OF ROCHESTER | 1997 | female | 3 | 0 | 1997 | 4 | 0 | 1997 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
254 | Wang, Kaiti | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | female | 4 | 29 | 2017 | 9 | 88 | 2017 | 0 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 2 | 3 | 2 | 5 | 1 | 2 |  0 | 0 | 0 | 2 | 0 | 7 | 2 | 2 | 3 | 1 | 3 | 5 | 3 | 2 | 3 | 0 | 3 | 4 | 0 | 3 | 5 | 6 | 17 | 8 | 11 |
255 | Yanasak, Nathan Eugene | THE UNIVERSITY OF UTAH | 1997 | male | 1 | 4 | 2001 | 1 | 25 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 16 | 0 | 4 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
256 | Koopmann, Rebecca Amy | Yale University | 1997 | female | 2 | 7 | 2008 | 4 | 18 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 2 | 2 | 3 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 |
257 | Vandegriff, Jon D. | THE OHIO STATE UNIVERSITY | 1997 | male | 3 | 1 | 2005 | 5 | 11 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3 |
258 | Burles, Scott Michael | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1997 | male | 3 | 11 | 2006 | 5 | 110 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 2 | 1 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 3 | 8 | 8 | 12 | 10 | 11 | 6 | 6 | 15 | 7 | 8 | 4 | 2 | 3 | 2 | 2 | 0 | 2 | 1 |
259 | Calder, Alan Clark | VANDERBILT UNIVERSITY | 1997 | male | 1 | 5 | 2013 | 1 | 35 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 1 | 3 | 2 | 4 | 2 | 0 | 2 | 1 | 1 | 3 | 2 | 1 | 1 | 2 | 0 | 5 |
