n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
129 | Mamajek, Eric E. | Steward Observatory, The University of Arizona, Tucson, AZ, USA | 2004 | male | 7 | 13 | 2015 | 18 | 104 | 2017 | 2 | 2 | 0 | 1 | 0 | 2 | 1 | 2 | 1 | 2 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 0 |  2 | 2 | 3 | 3 | 5 | 3 | 6 | 8 | 8 | 7 | 7 | 11 | 7 | 8 | 7 | 10 | 13 | 7 |
130 | Baumgartner, Wayne H. | UNIVERSITY OF MARYLAND, COLLEGE PARK | 2004 | male | 1 | 3 | 2013 | 2 | 28 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 2 | 6 | 1 | 7 | 3 | 1 | 3 |
131 | Gaskin, Jessica Anne | THE UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2004 | female | 2 | 2 | 2017 | 3 | 4 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 |
132 | Doi, Takao | RICE UNIVERSITY | 2004 | male | 3 | 1 | 2005 | 6 | 3 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
133 | Carruba, Valerio | CORNELL UNIVERSITY | 2004 | male | 6 | 29 | 2017 | 7 | 41 | 2017 | 1 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 3 | 0 | 3 | 2 | 3 | 1 | 3 | 3 | 1 | 8 |  1 | 0 | 0 | 1 | 2 | 3 | 1 | 0 | 3 | 1 | 3 | 2 | 3 | 3 | 3 | 4 | 4 | 9 |
134 | Lepri, Susan Therese | UNIVERSITY OF MICHIGAN | 2004 | female | 4 | 5 | 2017 | 5 | 54 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 3 | 0 | 1 | 3 | 1 | 2 | 2 | 3 | 13 | 6 | 8 | 7 | 4 |
135 | Barkats, Denis | PRINCETON UNIVERSITY | 2004 | male | 2 | 3 | 2014 | 5 | 28 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 4 | 10 | 5 |
136 | Hassel, George E., Jr. | RENSSELAER POLYTECHNIC INSTITUTE | 2004 | male | 1 | 3 | 2011 | 2 | 16 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 3 | 2 | 2 | 0 | 3 | 2 | 2 |
137 | Sisan, Daniel R. | UNIVERSITY OF MARYLAND, COLLEGE PARK | 2004 | male | 3 | 0 | 2004 | 3 | 1 | 2008 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
138 | Denisco, Kenneth R. | FLORIDA ATLANTIC UNIVERSITY | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
139 | Krughoff, (Karl) Simon | THE UNIVERSITY OF MAINE | 2004 | male | 1 | 1 | 2011 | 2 | 11 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 3 | 3 | 0 | 1 | 0 |
140 | Millward, Robert Steven | BRIGHAM YOUNG UNIVERSITY | 2004 | male | 2 | 0 | 2004 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
141 | Fortney, Jonathan James | THE UNIVERSITY OF ARIZONA | 2004 | male | 4 | 21 | 2016 | 8 | 231 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 2 | 5 | 2 | 1 | 3 | 2 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 1 | 0 | 3 | 4 | 3 | 4 | 8 | 4 | 7 | 16 | 26 | 24 | 36 | 39 | 24 | 30 |
142 | Sohn, Sangmo Tony | UNIVERSITY OF VIRGINIA | 2004 | male | 1 | 6 | 2016 | 1 | 42 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 4 | 3 | 3 | 0 | 3 | 3 | 3 | 6 | 7 | 1 | 4 | 3 |
143 | Close, Sigrid | BOSTON UNIVERSITY | 2004 | female | 3 | 7 | 2012 | 6 | 22 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 4 | 2 | 0 | 3 | 4 | 1 | 1 | 4 | 2 | 2 | 0 | 3 | 0 |
144 | Chatterjee, Pinaki | HARVARD UNIVERSITY | 2004 | male | 7 | 4 | 2011 | 7 | 14 | 2014 | 0 | 2 | 0 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 0 | 2 | 3 | 0 | 0 |
145 | Rojas, Randall R. | DREXEL UNIVERSITY | 2004 | male | 2 | 1 | 2005 | 2 | 3 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
146 | Yao, Yangsen | THE UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2004 | None | 4 | 20 | 2015 | 12 | 49 | 2015 | 0 | 1 | 0 | 0 | 2 | 1 | 3 | 2 | 2 | 3 | 3 | 1 | 3 | 1 | 0 | 0 | 2 | 0 |  0 | 2 | 0 | 0 | 3 | 7 | 7 | 2 | 3 | 4 | 5 | 6 | 6 | 7 | 3 | 2 | 4 | 0 |
147 | Hammell, Molly C. | DARTMOUTH COLLEGE | 2004 | female | 1 | 1 | 2008 | 2 | 6 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
148 | Santos, Michael Robert | California Institute of Technology | 2004 | male | 4 | 2 | 2015 | 7 | 21 | 2015 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |  0 | 0 | 2 | 1 | 0 | 4 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 16 | 0 |
149 | Rilett, Darrell Jon | MONTANA STATE UNIVERSITY | 2004 | male | 1 | 0 | 2004 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
150 | Johnston, David E. | THE UNIVERSITY OF CHICAGO | 2004 | male | 2 | 2 | 2007 | 32 | 54 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 3 | 8 | 6 | 12 | 5 | 9 | 8 | 6 | 9 | 7 | 2 | 6 | 0 | 2 | 0 | 0 |
151 | Scalzo, Richard Allen | THE UNIVERSITY OF CHICAGO | 2004 | male | 3 | 5 | 2014 | 15 | 59 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 0 | 0 |  3 | 0 | 4 | 2 | 3 | 3 | 7 | 3 | 3 | 1 | 5 | 1 | 6 | 4 | 9 | 8 | 8 | 4 |
152 | Jernsletten, J. A. | 1917 Florida Dr. Seabrook, TX 77586-2985 | 2004 | None | 2 | 0 | 2004 | 2 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
153 | Rigler, E. Joshua | University of Colorado at Boulder, Colorado, USA | 2004 | male | 1 | 3 | 2008 | 3 | 8 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 |
154 | Sluis, Arend Pieter Nanne | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 2004 | male | 1 | 1 | 2006 | 1 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Moon, Dae-Sik | CORNELL UNIVERSITY | 2004 | male | 7 | 3 | 2011 | 11 | 65 | 2017 | 0 | 0 | 3 | 0 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 4 | 0 | 3 | 4 | 9 | 9 | 9 | 2 | 5 | 4 | 7 | 4 | 5 | 3 | 3 | 4 |
156 | Dursi, Jonathan | THE UNIVERSITY OF CHICAGO | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
157 | Kovac, John M. | THE UNIVERSITY OF CHICAGO | 2004 | male | 2 | 0 | 2004 | 17 | 34 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 5 | 6 | 3 | 1 | 0 | 0 | 1 | 6 | 5 | 2 | 2 | 1 | 4 | 8 | 4 |
158 | Young, Andrew | UNIVERSITY OF MINNESOTA | 2004 | male | 13 | 6 | 2015 | 31 | 38 | 2017 | 1 | 1 | 4 | 3 | 1 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  5 | 3 | 7 | 7 | 4 | 5 | 7 | 3 | 2 | 3 | 5 | 2 | 1 | 2 | 3 | 2 | 2 | 4 |
159 | Ding, Jie | The Pennsylvania State University, Pennsylvania, USA | 2004 | male | 4 | 8 | 2016 | 7 | 17 | 2016 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 |  1 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 1 | 2 | 1 | 1 | 0 | 2 | 2 | 2 | 2 |
160 | Bass, Robert Bruce | University of Virginia | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
161 | Voss, Laura Foster | University of California, s Angeles, California, USA | 2004 | female | 1 | 2 | 2007 | 1 | 3 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Podesta, John | NEW YORK UNIVERSITY | 2004 | male | 2 | 33 | 2017 | 2 | 39 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 3 | 2 | 4 | 5 | 3 | 3 | 3 | 0 | 1 | 2 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 3 | 2 | 4 | 6 | 4 | 4 | 3 | 1 | 2 | 3 |
163 | Dyrud, Lars Peterson | BOSTON UNIVERSITY | 2004 | male | 4 | 8 | 2008 | 8 | 11 | 2014 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
164 | Desai, Shantanu | BOSTON UNIVERSITY | 2004 | male | 4 | 13 | 2016 | 19 | 210 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 6 |  0 | 0 | 5 | 2 | 5 | 7 | 7 | 8 | 11 | 23 | 18 | 7 | 8 | 8 | 6 | 5 | 25 | 57 |
165 | Dawson, Kyle Stewart | University of California, Berkeley, California, USA | 2004 | male | 3 | 6 | 2016 | 5 | 101 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 2 | 1 | 1 | 1 | 0 | 3 | 4 | 4 | 10 | 4 | 6 | 13 | 10 | 10 | 15 | 19 |
166 | Bradley, Larry Daniel | THE JOHNS HOPKINS UNIVERSITY | 2004 | male | 2 | 4 | 2014 | 4 | 96 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 7 | 5 | 2 | 2 | 8 | 12 | 6 | 11 | 11 | 17 | 9 | 5 |
167 | Loh, Yeong-Shang | PRINCETON UNIVERSITY | 2004 | male | 1 | 3 | 2010 | 5 | 8 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 2 | 1 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | Pindor, Bartosz Jacek | PRINCETON UNIVERSITY | 2004 | male | 1 | 1 | 2011 | 12 | 43 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 6 | 5 | 4 | 4 | 0 | 2 | 0 | 0 | 3 | 0 | 2 | 6 | 10 | 10 |
169 | Ford, Kathleen Elaine Saavik | THE JOHNS HOPKINS UNIVERSITY | 2004 | female | 3 | 1 | 2014 | 4 | 13 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 3 | 1 | 2 |
170 | Oliveira, Cristina Merces | THE JOHNS HOPKINS UNIVERSITY | 2004 | female | 2 | 6 | 2014 | 9 | 17 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 0 | 5 | 2 | 1 | 3 | 3 | 2 | 2 | 4 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |
171 | Kassis, Marc Frederick | BOSTON UNIVERSITY | 2004 | male | 2 | 2 | 2008 | 4 | 18 | 2015 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 2 | 4 | 0 | 3 | 1 | 0 | 1 | 1 | 1 | 3 | 2 | 0 |
172 | Hao, Lei | PRINCETON UNIVERSITY | 2004 | male | 2 | 6 | 2009 | 15 | 52 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 6 | 7 | 7 | 8 | 9 | 1 | 3 | 0 | 4 | 0 | 1 | 4 | 3 | 10 |
173 | Seibert, Mark Harry | THE JOHNS HOPKINS UNIVERSITY | 2004 | male | 3 | 2 | 2005 | 8 | 179 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 2 | 2 | 24 | 10 | 35 | 4 | 13 | 9 | 20 | 17 | 12 | 11 | 8 | 12 |
174 | Strateva, Iskra V. | PRINCETON UNIVERSITY | 2004 | female | 4 | 5 | 2009 | 12 | 10 | 2016 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 4 | 2 | 4 | 2 | 4 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
175 | Waldrop, Lara Suzon | BOSTON UNIVERSITY | 2004 | female | 1 | 6 | 2015 | 1 | 10 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 |
176 | Butler, William E. | THE UNIVERSITY OF ROCHESTER | 2004 | male | 1 | 0 | 2004 | 7 | 17 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 7 | 8 | 3 | 2 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
177 | Chambers, Scott W. | University of Kansas, Kansas, USA | 2004 | male | 3 | 0 | 2004 | 10 | 0 | 2004 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Smith, Kenneth L. | THE PENNSYLVANIA STATE UNIVERSITY | 2004 | male | 3 | 4 | 2014 | 9 | 74 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 3 | 5 | 2 | 0 | 0 | 3 | 3 | 6 | 4 | 6 | 12 | 15 | 15 | 5 |
179 | Cox, Thomas J. | University of California, nta Cruz, California, USA | 2004 | male | 2 | 5 | 2008 | 2 | 99 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 5 | 17 | 9 | 23 | 12 | 14 | 7 | 7 | 4 | 1 | 0 | 0 |
180 | Lipscy, Sarah Jane | University of California, s Angeles, California, USA | 2004 | female | 2 | 1 | 2005 | 3 | 2 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
181 | Rahman, Md Nurur | The University of Kansas, Kansas, USA | 2004 | male | 1 | 1 | 2007 | 1 | 5 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 |
182 | Mandic, Vuk | University of California, rkeley, California, USA | 2004 | male | 2 | 3 | 2016 | 11 | 192 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 |  0 | 1 | 0 | 6 | 2 | 2 | 5 | 6 | 11 | 16 | 18 | 15 | 13 | 24 | 12 | 16 | 15 | 28 |
183 | Sheppard, Scott S. | UNIVERSITY OF HAWAI'I | 2004 | male | 7 | 17 | 2016 | 15 | 43 | 2017 | 0 | 1 | 0 | 1 | 2 | 3 | 1 | 3 | 1 | 1 | 2 | 3 | 1 | 2 | 0 | 0 | 1 | 2 |  0 | 2 | 1 | 3 | 5 | 4 | 4 | 3 | 2 | 2 | 3 | 4 | 4 | 2 | 6 | 3 | 3 | 5 |
