n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
104 | Winter, Dale John | THE UNIVERSITY OF MICHIGAN | 1998 | male | 1 | 1 | 2000 | 1 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
105 | Crary, Frank Judson | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 6 | 4 | 2009 | 8 | 104 | 2016 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 3 | 0 | 1 | 2 | 3 | 2 | 7 | 13 | 10 | 10 | 7 | 10 | 6 | 10 | 6 | 2 | 4 | 8 | 3 |
106 | Andersen, Victor Edward | THE UNIVERSITY OF ALABAMA | 1998 | male | 4 | 3 | 2005 | 5 | 9 | 2005 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
107 | Bransford, Mark Allen | IOWA STATE UNIVERSITY | 1998 | male | 3 | 2 | 1999 | 3 | 4 | 2003 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Boyle, C. Benjamin | RICE UNIVERSITY | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
109 | Solomon, Steven L. | THE UNIVERSITY OF ROCHESTER | 1998 | male | 3 | 1 | 2005 | 13 | 11 | 2014 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  5 | 0 | 2 | 3 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 |
110 | Thurston, Tad Ralph | THE UNIVERSITY OF OKLAHOMA | 1998 | male | 2 | 0 | 1998 | 2 | 1 | 2008 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
111 | Jorgensen, Anders Moller | BOSTON UNIVERSITY | 1998 | male | 4 | 7 | 2011 | 6 | 27 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 2 | 2 | 3 | 2 | 1 | 3 | 1 | 3 | 0 | 1 | 1 | 2 | 0 | 0 | 2 |
112 | Costello, Kirt Allen | RICE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Wang, Joseph Chen-Yu | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 11 | 50 | 2017 | 21 | 202 | 2017 | 2 | 0 | 0 | 4 | 1 | 4 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 3 | 4 | 3 | 10 | 7 | 3 | 2 | 4 | 4 |  3 | 1 | 3 | 5 | 2 | 7 | 2 | 9 | 5 | 3 | 7 | 4 | 9 | 8 | 9 | 7 | 15 | 13 | 24 | 19 | 11 | 16 | 16 | 14 |
114 | McCormick, Patrick Joseph | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
115 | Hawthorne, Alice Michel | INDIANA UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 13 | 2 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 6 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
116 | Linde, Timur Jaan | THE UNIVERSITY OF MICHIGAN | 1998 | male | 2 | 1 | 2000 | 2 | 9 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
117 | Glasmacher, Margaret Anderson Kennedy | THE UNIVERSITY OF MICHIGAN | 1998 | female | 1 | 5 | 1999 | 20 | 7 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 12 | 2 | 4 | 2 | 5 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Vouzoukas, Stylianos-Nikolaos D. | UNIVERSITY OF NOTRE DAME | 1998 | male | 2 | 0 | 1998 | 5 | 1 | 2002 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
119 | Mastrodemos, Nickolaos | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1998 | male | 1 | 0 | 1998 | 2 | 20 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 14 | 2 | 0 | 0 | 0 | 1 | 0 |
120 | Brantley, Patrick Shawn | THE UNIVERSITY OF MICHIGAN | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Ford, Stephen D. | AIR FORCE INSTITUTE OF TECHNOLOGY | 1998 | male | 4 | 0 | 1998 | 4 | 2 | 2013 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
122 | Heyl, Jeremy Samuel | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | male | 18 | 37 | 2015 | 21 | 82 | 2017 | 0 | 1 | 2 | 2 | 6 | 7 | 2 | 3 | 2 | 4 | 3 | 1 | 4 | 1 | 5 | 2 | 1 | 3 | 2 | 1 | 1 | 0 | 2 | 0 |  2 | 1 | 2 | 3 | 6 | 7 | 3 | 4 | 5 | 5 | 6 | 2 | 5 | 4 | 7 | 2 | 5 | 6 | 4 | 6 | 6 | 0 | 4 | 5 |
123 | Ing, Kristine Mei Lan | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | female | 1 | 0 | 1998 | 3 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
124 | Kim, Yoojea | THE UNIVERSITY OF MICHIGAN | 1998 | None | 19 | 36 | 2017 | 34 | 234 | 2017 | 4 | 4 | 5 | 2 | 2 | 2 | 1 | 0 | 3 | 2 | 2 | 2 | 2 | 4 | 1 | 3 | 5 | 3 | 1 | 3 | 1 | 1 | 1 | 0 |  6 | 8 | 7 | 4 | 4 | 5 | 5 | 2 | 4 | 4 | 10 | 6 | 10 | 13 | 10 | 12 | 15 | 11 | 4 | 24 | 18 | 21 | 13 | 34 |
125 | Lemley, Shelley Raye | THE UNIVERSITY OF MICHIGAN | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
126 | Bryan, Diane Carol | THE UNIVERSITY OF ROCHESTER | 1998 | female | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
127 | Brunner, Robert John | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 2 | 4 | 2003 | 6 | 125 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 3 | 2 | 11 | 13 | 6 | 5 | 10 | 9 | 16 | 9 | 10 | 8 | 2 | 2 | 1 | 4 | 7 | 3 | 6 |
128 | Marlowe, Amanda True | THE JOHNS HOPKINS UNIVERSITY | 1998 | female | 3 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
129 | Woodhams, Michael Daryl | PRINCETON UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 10 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  8 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
130 | Pun, Chun Shing Jason | HARVARD UNIVERSITY | 1998 | male | 2 | 5 | 2014 | 6 | 29 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 4 | 0 | 4 | 2 | 3 | 1 | 0 | 4 | 2 | 1 | 5 | 0 | 1 | 3 | 1 | 0 | 1 | 1 | 0 |
131 | Dire, James Richard | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 1 | 1 | 2000 | 1 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
132 | Hawkins, Samuel Edward, III | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 5 | 2 | 2007 | 10 | 9 | 2007 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 1 | 4 | 2 | 1 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
# 133 | Bryan, Diane Carol | THE UNIVERSITY OF ROCHESTER | 1998 | female | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
134 | Dring, Andrew R. | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 4 | 0 | 1998 | 6 | 0 | 1998 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
135 | Palanque, Nathalie Katya | THE UNIVERSITY OF CHICAGO | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
136 | Lee, Jeongin | GEORGE MASON UNIVERSITY | 1998 | male | 6 | 46 | 2015 | 20 | 365 | 2017 | 1 | 0 | 2 | 0 | 1 | 2 | 2 | 6 | 1 | 3 | 2 | 1 | 6 | 2 | 4 | 4 | 1 | 4 | 2 | 2 | 1 | 2 | 3 | 0 |  4 | 2 | 3 | 2 | 6 | 3 | 8 | 13 | 6 | 13 | 10 | 18 | 35 | 12 | 23 | 31 | 20 | 29 | 12 | 23 | 18 | 33 | 35 | 17 |
137 | Ferguson, Annette Mairi Nelson | THE JOHNS HOPKINS UNIVERSITY | 1998 | female | 5 | 9 | 2016 | 6 | 131 | 2017 | 0 | 0 | 0 | 2 | 0 | 3 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 2 | 0 | 4 | 0 | 1 | 4 | 5 | 3 | 5 | 7 | 4 | 8 | 9 | 8 | 6 | 9 | 5 | 18 | 16 | 12 | 10 |
138 | Keohane, Jonathan Wilmore | North Carolina Science and Technology Research Center | 1998 | male | 4 | 1 | 2007 | 9 | 10 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 4 | 3 | 1 | 1 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
139 | Swanson, Robert Timothy, Jr. | THE UNIVERSITY OF UTAH | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
140 | Song, Jeonghyeon | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 1 | 1 | 2012 | 9 | 50 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 3 | 2 | 2 | 2 | 1 | 2 | 1 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 5 | 8 | 7 | 5 | 3 | 4 | 4 |
141 | Weiner, Benjamin Joshua | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 1998 | male | 2 | 8 | 2009 | 2 | 154 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 2 | 1 | 3 | 3 | 5 | 9 | 14 | 8 | 5 | 8 | 10 | 26 | 22 | 11 | 11 | 11 |
142 | Chen, Mingyue | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1998 | female | 9 | 9 | 2014 | 56 | 114 | 2017 | 1 | 1 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 |  14 | 4 | 16 | 5 | 6 | 11 | 10 | 4 | 6 | 9 | 8 | 5 | 8 | 5 | 2 | 5 | 5 | 6 | 7 | 1 | 6 | 6 | 8 | 10 |
143 | Chen, Mingyue | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1998 | female | 9 | 9 | 2014 | 56 | 114 | 2017 | 1 | 1 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 |  14 | 4 | 16 | 5 | 6 | 11 | 10 | 4 | 6 | 9 | 8 | 5 | 8 | 5 | 2 | 5 | 5 | 6 | 7 | 1 | 6 | 6 | 8 | 10 |
144 | Hogg, David Wardell | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 11 | 18 | 2016 | 21 | 168 | 2017 | 0 | 2 | 0 | 1 | 4 | 4 | 1 | 3 | 2 | 1 | 1 | 1 | 4 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 |  1 | 2 | 3 | 4 | 6 | 5 | 6 | 6 | 6 | 3 | 9 | 7 | 12 | 9 | 3 | 7 | 10 | 8 | 12 | 18 | 10 | 7 | 13 | 15 |
145 | Schiminovich, David | COLUMBIA UNIVERSITY | 1998 | male | 3 | 5 | 2013 | 4 | 171 | 2016 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 34 | 6 | 42 | 5 | 18 | 12 | 15 | 14 | 9 | 1 | 4 | 7 |
146 | Noto, John | BOSTON UNIVERSITY | 1998 | male | 3 | 0 | 1998 | 6 | 14 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 3 | 1 |
147 | Tehrani, Nazila H. | THE UNIVERSITY OF TENNESSEE | 1998 | female | 1 | 0 | 1998 | 1 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
148 | Wu, Yanqin | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 9 | 39 | 2016 | 15 | 160 | 2017 | 4 | 2 | 1 | 1 | 0 | 1 | 1 | 2 | 4 | 2 | 1 | 2 | 4 | 3 | 3 | 1 | 2 | 5 | 2 | 1 | 3 | 2 | 0 | 1 |  5 | 3 | 1 | 1 | 2 | 3 | 3 | 5 | 6 | 3 | 6 | 4 | 11 | 10 | 8 | 5 | 8 | 11 | 12 | 5 | 11 | 20 | 15 | 15 |
149 | Schwarz, Patricia Margaret | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
150 | Hogerheijde, Michiel | Department of Astronomy, University of California, Campbell Hall, Berkeley, CA 94720, USA | 1998 | male | 8 | 12 | 2016 | 10 | 162 | 2017 | 0 | 0 | 3 | 1 | 2 | 2 | 1 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 5 | 1 | 2 | 2 | 4 | 2 | 1 | 6 | 2 | 6 | 3 | 8 | 7 | 10 | 14 | 29 | 7 | 9 | 10 | 6 | 14 | 18 |
151 | Xu, Fang | COLUMBIA UNIVERSITY | 1998 | female | 1 | 3 | 2017 | 6 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 2 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 3 | 1 | 0 |
152 | Hall, Patrick Brian | THE UNIVERSITY OF ARIZONA | 1998 | male | 11 | 20 | 2014 | 19 | 213 | 2017 | 0 | 0 | 1 | 3 | 3 | 4 | 0 | 2 | 1 | 4 | 1 | 3 | 0 | 1 | 2 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 3 | 4 | 4 | 8 | 0 | 6 | 12 | 13 | 20 | 22 | 20 | 11 | 18 | 15 | 8 | 11 | 11 | 11 | 8 | 5 | 10 | 7 |
153 | Moersch, Jeffrey Edward | CORNELL UNIVERSITY | 1998 | male | 3 | 1 | 2002 | 8 | 66 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 5 | 0 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 9 | 5 | 7 | 6 | 2 | 1 | 3 | 2 | 1 | 9 | 9 | 3 | 1 |
154 | Finkelstein, Noah D. M. | PRINCETON UNIVERSITY | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
