n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
111 | Harnik, Nili | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2000 | female | 1 | 3 | 2016 | 1 | 4 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 |
112 | Branoff, Paul M. | UNIVERSITY OF MARYLAND COLLEGE PARK | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Lee, Chik-Yin | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEWARK | 2000 | female | 4 | 8 | 2012 | 16 | 34 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 3 | 5 | 6 | 1 | 1 | 1 | 3 | 3 | 2 | 1 | 0 | 2 | 2 | 1 | 3 | 2 | 2 | 3 | 2 |
114 | Hurley-Keller, Denise Antoinette | THE UNIVERSITY OF MICHIGAN | 2000 | female | 3 | 1 | 2004 | 6 | 5 | 2004 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 2 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
115 | Zhang, Linchu | CORNELL UNIVERSITY | 2000 | None | 14 | 49 | 2016 | 51 | 334 | 2017 | 2 | 0 | 4 | 4 | 1 | 3 | 3 | 2 | 1 | 2 | 3 | 3 | 4 | 5 | 6 | 1 | 3 | 1 | 2 | 2 | 6 | 5 |  13 | 9 | 8 | 7 | 7 | 7 | 7 | 5 | 5 | 9 | 13 | 9 | 14 | 32 | 30 | 21 | 22 | 33 | 22 | 31 | 21 | 41 |
116 | Phillips, Cynthia Baya | THE UNIVERSITY OF ARIZONA | 2000 | female | 2 | 2 | 2007 | 11 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 5 | 1 | 4 | 7 | 2 | 0 | 2 | 0 | 1 | 2 | 2 | 3 | 1 | 2 | 0 | 1 | 4 | 3 | 5 |
117 | Cantor, Bruce Alan | THE UNIVERSITY OF TOLEDO | 2000 | male | 3 | 5 | 2010 | 4 | 60 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 3 | 2 | 3 | 0 | 1 | 3 | 4 | 3 | 4 | 9 | 0 | 1 | 9 | 5 | 8 | 4 |
118 | Quinn, Theodore C. | THE UNIVERSITY OF CHICAGO | 2000 | male | 4 | 0 | 2000 | 10 | 57 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 3 | 3 | 3 | 3 | 2 | 13 | 8 | 0 | 5 | 0 | 3 | 4 | 2 | 6 | 1 | 2 | 2 | 1 |
119 | Williams, George Grant | Clemson University | 2000 | male | 3 | 0 | 2000 | 6 | 33 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 3 | 1 | 0 | 3 | 2 | 1 | 1 | 5 | 2 | 2 | 4 | 3 | 1 | 0 | 3 | 1 | 3 | 1 |
120 | Minamitani, Takahisa | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2000 | male | 1 | 0 | 2000 | 2 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Silverstone, Murray Daniel | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | male | 2 | 1 | 2006 | 4 | 29 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 1 | 3 | 2 | 1 | 1 | 3 | 5 | 3 | 4 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 1 |
122 | Chang, Chi-Chao | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | male | 1 | 9 | 2016 | 3 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 3 | 0 | 3 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 4 | 1 | 5 | 9 |
123 | de Buizer, J. M. | Department of Astronomy, University of Florida, Gainesville, Fl 32611 | 2000 | None | 1 | 0 | 2000 | 2 | 18 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 0 |
124 | Woo, Jong-Kwan | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | male | 2 | 0 | 2000 | 7 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |
125 | Goetz, Jennifer Ann | THE UNIVERSITY OF ROCHESTER | 2000 | female | 2 | 1 | 2003 | 4 | 1 | 2003 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
126 | Bandfield, Joshua Louis | ARIZONA STATE UNIVERSITY | 2000 | male | 3 | 22 | 2017 | 7 | 77 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 2 | 2 | 0 | 1 | 1 | 4 | 1 | 0 | 2 | 0 | 3 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 7 | 4 | 2 | 8 | 4 | 3 | 4 | 2 | 10 | 4 | 5 | 2 | 3 | 7 | 2 | 7 | 5 |
127 | Andrade, Zeferino | THE UNIVERSITY OF UTAH | 2000 | male | 4 | 2 | 2004 | 4 | 2 | 2004 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
128 | Shah, Ronak Yogendra | 530 Edgemont Road, Charlottesville, VA 22903 | 2000 | male | 1 | 2 | 2002 | 3 | 16 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 2 | 2 | 0 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |
129 | Milingo, Jacquelynne Brenda | THE UNIVERSITY OF OKLAHOMA | 2000 | female | 1 | 3 | 2010 | 1 | 5 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
130 | Young, Yuan-Nan | THE UNIVERSITY OF CHICAGO | 2000 | female | 1 | 0 | 2000 | 2 | 3 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
131 | Fisher, Adam Keith | THE UNIVERSITY OF OKLAHOMA | 2000 | male | 4 | 0 | 2000 | 14 | 1 | 2002 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 5 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
132 | Woo, Jong-Kwan | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | male | 2 | 0 | 2000 | 7 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |
133 | Newbury, Jennifer Alice | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | female | 6 | 0 | 2000 | 13 | 0 | 2000 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 5 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
134 | Bonamente, Massimiliano | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2000 | male | 1 | 19 | 2016 | 5 | 69 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 4 | 1 | 1 | 2 | 2 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 3 | 2 | 4 | 2 | 4 | 4 | 3 | 3 | 3 | 2 | 4 | 5 | 7 | 3 | 4 | 0 | 18 | 2 |
135 | Rhee, Jaehyon | MICHIGAN STATE UNIVERSITY | 2000 | None | 1 | 4 | 2013 | 1 | 36 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 4 | 7 | 1 | 2 | 7 | 5 | 5 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 |
136 | Leroux, Anna Marishka Krickovich | MONTANA STATE UNIVERSITY | 2000 | female | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
137 | Dolan, Christopher Jon | Department of Astronomy, University of Wisconsin--Madison, 475 North Charter Street, Madison, WI 53706 | 2000 | male | 2 | 2 | 2002 | 2 | 4 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
138 | Feldmeier, J. J. | Penn State University | 2000 | None | 5 | 8 | 2013 | 7 | 38 | 2017 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 1 | 2 | 0 | 5 | 3 | 4 | 1 | 0 | 6 | 2 | 2 | 5 | 2 | 1 | 3 | 1 | 1 | 0 |
139 | Severson, Scott A. | THE UNIVERSITY OF CHICAGO | 2000 | male | 1 | 0 | 2000 | 4 | 3 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
140 | Nigam, Rakesh | STANFORD UNIVERSITY | 2000 | male | 6 | 2 | 2010 | 9 | 4 | 2010 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
141 | Giles, Peter Mark | STANFORD UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 4 | 9 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 4 |
142 | Aufdenberg, Jason Paul | ARIZONA STATE UNIVERSITY | 2000 | male | 3 | 5 | 2006 | 6 | 26 | 2013 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 3 | 10 | 2 | 1 | 2 | 0 | 2 | 2 | 1 | 0 | 0 | 0 |
143 | Homan, Daniel C. | BRANDEIS UNIVERSITY | 2000 | male | 3 | 15 | 2015 | 4 | 43 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 2 | 1 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 4 | 3 | 3 | 3 | 3 | 1 | 6 | 1 | 0 | 2 | 2 | 5 | 2 | 4 |
144 | Stassun, Keivan Guadalupe | University of Wisconsin, 475 N. Charter St., Madison, WI, 53706, USA | 2000 | male | 3 | 18 | 2017 | 5 | 210 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 2 | 0 | 2 | 2 | 2 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 2 |  0 | 0 | 1 | 0 | 2 | 2 | 3 | 2 | 2 | 2 | 3 | 4 | 8 | 5 | 4 | 9 | 16 | 22 | 19 | 31 | 23 | 30 |
145 | Venkatesan, Aparna | THE UNIVERSITY OF CHICAGO | 2000 | female | 4 | 9 | 2011 | 4 | 17 | 2016 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 2 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 4 | 2 | 0 | 3 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 |
146 | Fowler, Joseph Westbrook | THE UNIVERSITY OF CHICAGO | 2000 | male | 1 | 7 | 2015 | 15 | 52 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  1 | 0 | 7 | 1 | 3 | 3 | 3 | 1 | 0 | 0 | 2 | 5 | 1 | 1 | 0 | 4 | 11 | 10 | 7 | 3 | 2 | 2 |
147 | Wegryn, Eric | THE UNIVERSITY OF ARIZONA | 2000 | male | 1 | 0 | 2000 | 3 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
148 | Duchêne, Gaspard | UCLA, Divison of Astronomy and Astrophysics, 8371 Math Sciences Building, 405 Hilgard Ave, Los Angeles, CA 90095-1562, USA | 2000 | male | 4 | 19 | 2015 | 7 | 127 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 3 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 0 |  0 | 0 | 0 | 1 | 3 | 3 | 2 | 2 | 6 | 6 | 3 | 6 | 9 | 5 | 5 | 11 | 9 | 10 | 14 | 8 | 14 | 9 |
149 | Patience, Jennifer Lynn | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | female | 2 | 7 | 2012 | 5 | 38 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 3 | 0 | 1 | 2 | 3 | 1 | 6 | 12 | 3 |
150 | Creighton, Teviet David | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | None | 1 | 5 | 2009 | 4 | 120 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 7 | 9 | 4 | 8 | 11 | 16 | 9 | 7 | 17 | 7 | 5 | 6 | 5 |
151 | Vaughan, Thomas E. | THE UNIVERSITY OF OKLAHOMA | 2000 | male | 2 | 0 | 2000 | 5 | 0 | 2000 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
152 | Baker, Andrew Jordan | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | male | 2 | 4 | 2004 | 9 | 109 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 2 | 1 | 1 | 2 | 1 | 1 | 3 | 7 | 6 | 5 | 7 | 7 | 5 | 8 | 11 | 10 | 16 | 8 | 2 | 9 |
153 | Blanton, Elizabeth Lyon | COLUMBIA UNIVERSITY | 2000 | female | 4 | 11 | 2016 | 5 | 34 | 2016 | 1 | 1 | 0 | 0 | 0 | 2 | 3 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |  1 | 1 | 0 | 0 | 0 | 3 | 3 | 1 | 4 | 6 | 2 | 0 | 0 | 2 | 3 | 1 | 4 | 0 | 3 | 1 | 1 | 3 |
154 | Cha, Alexandra Nicole Stuehler | THE JOHNS HOPKINS UNIVERSITY | 2000 | female | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Liu, Shen-Yuan | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2000 | male | 2 | 15 | 2016 | 4 | 80 | 2016 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 2 | 2 | 1 |  2 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 14 | 12 | 5 | 2 | 2 | 2 | 2 | 8 | 9 | 6 | 2 | 5 | 4 |
156 | Ali, Shafinaz | University of Delaware | 2000 | female | 2 | 10 | 2015 | 3 | 35 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 1 | 2 | 1 | 0 |  1 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 2 | 2 | 3 | 3 | 2 | 0 | 4 | 5 | 7 | 3 | 0 |
157 | Aurnou, Jonathan Michael | THE JOHNS HOPKINS UNIVERSITY | 2000 | male | 4 | 11 | 2017 | 6 | 46 | 2017 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 2 | 0 | 0 | 2 | 2 | 1 | 0 | 2 | 5 | 3 | 1 | 5 | 3 | 2 | 2 | 2 | 7 | 2 | 3 | 4 | 3 |
158 | Leamon, Robert James | UNIVERSITY OF DELAWARE | 2000 | male | 8 | 6 | 2009 | 10 | 28 | 2017 | 1 | 0 | 0 | 3 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 3 | 3 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 2 | 1 | 2 | 5 | 0 | 1 | 5 | 2 | 0 |
159 | Chandar, Rupali | THE JOHNS HOPKINS UNIVERSITY | 2000 | female | 5 | 19 | 2016 | 5 | 78 | 2017 | 0 | 0 | 0 | 0 | 3 | 2 | 3 | 1 | 1 | 2 | 1 | 2 | 1 | 0 | 1 | 3 | 1 | 0 | 0 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 3 | 2 | 3 | 1 | 1 | 2 | 4 | 5 | 2 | 3 | 3 | 10 | 10 | 6 | 5 | 10 | 9 | 3 |
160 | Rathbun, Julie Ann | CORNELL UNIVERSITY | 2000 | female | 3 | 7 | 2014 | 4 | 17 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 3 | 0 | 1 | 2 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 1 | 1 |
161 | Hirsch, Karen Lewis | BOSTON UNIVERSITY | 2000 | female | 1 | 0 | 2000 | 2 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Arras, Philip L. | CORNELL UNIVERSITY | 2000 | male | 1 | 1 | 2004 | 1 | 4 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
163 | Landry, Walter | CORNELL UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 5 | 2 | 2015 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
164 | Franz, Jason Richard | CORNELL UNIVERSITY | 2000 | male | 3 | 1 | 2005 | 4 | 16 | 2013 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 4 | 0 | 4 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
