n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
69 | O'Dwyer, Ian J. | University of Illinois at Urbana-Champaign | 2005 | male | 4 | 0 | 2005 | 9 | 30 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 2 | 5 | 1 | 3 | 0 | 2 | 1 | 11 | 0 | 0 | 11 | 1 | 0 |
70 | Pitman, Karly M. | Louisiana State University and Agricultural & Mechanical College, Louisiana, USA | 2005 | female | 3 | 7 | 2013 | 3 | 16 | 2015 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 3 | 4 | 2 | 1 | 2 | 1 | 1 | 1 | 0 |
71 | Nagai, Tomoyuki | The University of Utah, Utah, USA | 2005 | male | 7 | 7 | 2015 | 61 | 48 | 2017 | 1 | 1 | 0 | 2 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 |  6 | 2 | 2 | 31 | 11 | 9 | 3 | 4 | 7 | 10 | 4 | 4 | 1 | 4 | 4 | 1 | 5 |
72 | Peterson, Dawn E. | The University of Rochester, New York, USA | 2005 | female | 1 | 2 | 2011 | 6 | 21 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 1 | 2 | 2 | 3 | 2 | 4 | 1 | 2 | 1 | 2 | 2 | 2 | 0 |
73 | Rombouts, Jan-Willem | New York University, New York, USA | 2005 | male | 1 | 0 | 2005 | 6 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
74 | Shen, Juntai | Rutgers The State University of New Jersey - New Brunswick, New Jersey, USA | 2005 | male | 5 | 6 | 2016 | 7 | 35 | 2017 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 0 | 5 | 1 | 1 | 2 | 2 | 1 | 2 | 2 | 3 | 3 | 3 | 8 | 6 |
75 | Troischt, Parker Wilson | The University of North Carolina at Chapel Hill, North Carolina, USA | 2005 | male | 2 | 0 | 2005 | 2 | 2 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |
76 | van den Broeck, Chris | The Pennsylvania State University, Pennsylvania, USA | 2005 | male | 1 | 2 | 2010 | 4 | 153 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 2 | 12 | 14 | 17 | 12 | 9 | 20 | 9 | 15 | 8 | 27 |
77 | Woo, Jong-Hak | Yale University, Connecticut, USA | 2005 | male | 8 | 12 | 2017 | 12 | 86 | 2017 | 0 | 1 | 2 | 2 | 1 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 1 |  2 | 1 | 2 | 3 | 2 | 2 | 1 | 3 | 7 | 5 | 6 | 5 | 13 | 9 | 7 | 14 | 10 |
78 | Zakamska, Nadia L. | Princeton University, New Jersey, USA | 2005 | female | 7 | 9 | 2016 | 16 | 50 | 2017 | 0 | 0 | 0 | 2 | 2 | 3 | 2 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 2 |  0 | 1 | 0 | 5 | 3 | 7 | 5 | 0 | 3 | 3 | 2 | 2 | 1 | 5 | 8 | 3 | 12 |
79 | Andronov, Nikolay | The Ohio State University, Ohio, USA | 2005 | male | 3 | 1 | 2006 | 3 | 1 | 2006 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
80 | Bonanos, Alceste Zoe | Harvard University, Massachusetts, USA | 2005 | male | 5 | 13 | 2016 | 9 | 47 | 2017 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 3 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 3 | 3 | 2 | 3 | 4 | 4 | 4 | 3 | 8 | 2 | 1 | 2 | 8 | 4 |
81 | Catinella, Barbara | Cornell University, New York, USA | 2005 | female | 2 | 8 | 2015 | 4 | 49 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 3 | 4 | 7 | 8 | 2 | 3 | 4 | 6 |
82 | Debes, John H., IV | The Pennsylvania State University, Pennsylvania, USA | 2005 | male | 7 | 22 | 2017 | 8 | 51 | 2017 | 0 | 0 | 2 | 0 | 2 | 3 | 4 | 2 | 4 | 1 | 1 | 2 | 3 | 1 | 0 | 1 | 2 |  0 | 0 | 3 | 0 | 2 | 3 | 4 | 2 | 4 | 3 | 2 | 3 | 5 | 4 | 5 | 4 | 12 |
83 | West, Andrew Alan | University of Washington, Washington, USA | 2005 | male | 3 | 8 | 2015 | 17 | 112 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 3 | 5 | 9 | 8 | 11 | 11 | 14 | 13 | 11 | 16 | 7 | 8 | 7 | 4 |
84 | Allred, Joel C. | University of Washington, Washington, USA | 2005 | male | 2 | 2 | 2015 | 4 | 18 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 4 | 3 |
85 | Bialek, John Joseph | University of Michigan, Michigan, USA | 2005 | male | 3 | 0 | 2005 | 5 | 3 | 2010 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
86 | Carriere, Josef | Indiana University, Indiana, USA | 2005 | male | 2 | 0 | 2005 | 3 | 0 | 2005 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
87 | Delahaye, Franck | The Ohio State University, Ohio, USA | 2005 | male | 4 | 3 | 2016 | 7 | 13 | 2016 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 0 | 4 | 0 | 3 | 0 | 1 | 1 | 0 | 1 |
88 | Espley, Jared R. | Rice University | 2005 | male | 3 | 3 | 2015 | 5 | 53 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 3 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 1 | 23 | 7 |
89 | Fitzgerald, Ryan P. | The University of North Carolina at Chapel Hill, North Carolina, USA | 2005 | male | 2 | 0 | 2005 | 7 | 9 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 5 | 0 | 5 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
90 | Gurkan, Mehmet Atakan | Northwestern University, Illinois, USA | 2005 | male | 1 | 0 | 2005 | 6 | 5 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
91 | Herczeg, Gregory J. | University of Colorado at Boulder, Colorado, USA | 2005 | male | 4 | 9 | 2016 | 10 | 128 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 |  0 | 0 | 2 | 2 | 3 | 3 | 2 | 3 | 4 | 5 | 21 | 10 | 13 | 22 | 12 | 14 | 12 |
92 | Abel, Nicholas Paul | University of Kentucky | 2005 | male | 4 | 9 | 2016 | 5 | 32 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 3 | 4 | 3 | 7 | 4 | 1 | 1 | 3 | 2 | 2 | 2 | 1 |
93 | Vijh, U. P. | Ritter Astrophysical Research Center, University of Toledo | 2005 | None | 5 | 2 | 2009 | 5 | 21 | 2015 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 3 | 0 | 6 | 5 | 3 | 3 | 0 | 0 | 0 | 1 | 0 |
94 | Yang, Yuxuan | University of Maryland, College Park, Maryland, USA | 2005 | male | 12 | 45 | 2016 | 28 | 148 | 2017 | 1 | 2 | 1 | 3 | 2 | 3 | 1 | 3 | 3 | 8 | 9 | 5 | 5 | 5 | 3 | 1 | 2 |  3 | 3 | 2 | 4 | 7 | 9 | 7 | 10 | 11 | 18 | 22 | 17 | 14 | 11 | 9 | 13 | 10 |
95 | Datesman, Aaron Michael | University of Virginia | 2005 | male | 1 | 0 | 2005 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
96 | Esquivel, Alejandro | The University of Wisconsin - Madison, Wisconsin, USA | 2005 | male | 3 | 11 | 2015 | 5 | 66 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 3 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 1 | 0 |  0 | 1 | 0 | 2 | 0 | 2 | 2 | 8 | 5 | 12 | 2 | 8 | 4 | 6 | 6 | 6 | 5 |
97 | Farahat, Ashraf Mohamed Samir | Florida Institute of Technology, Florida, USA | 2005 | male | 2 | 4 | 2010 | 2 | 5 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
98 | Gold, Benjamin Mark | University of California, Davis, California, USA | 2005 | male | 3 | 2 | 2011 | 3 | 22 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 8 | 1 | 6 | 1 | 2 | 1 | 0 | 2 |
99 | Platco, Nicholas L. ., Jr. | Temple University, Pennsylvania, USA | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
100 | Rosolowsky, Erik William | University of California, Berkeley | 2005 | male | 6 | 20 | 2016 | 10 | 112 | 2017 | 0 | 0 | 0 | 1 | 1 | 4 | 1 | 2 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 6 | 6 |  0 | 1 | 0 | 2 | 3 | 4 | 3 | 5 | 6 | 6 | 11 | 7 | 4 | 10 | 6 | 25 | 17 |
101 | Simon, Joshua David | University of California, Berkeley | 2005 | male | 4 | 11 | 2017 | 9 | 101 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 |  1 | 0 | 3 | 1 | 0 | 4 | 2 | 8 | 7 | 4 | 10 | 9 | 7 | 12 | 8 | 14 | 15 |
102 | Chu, I. -Wen Mike | University of California, Davis, California, USA | 2005 | None | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
103 | Yuksel, Hasan | The University of Wisconsin - Madison, Wisconsin, USA | 2005 | male | 1 | 0 | 2005 | 6 | 24 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 3 | 3 | 4 | 7 | 3 | 1 | 1 | 1 | 1 | 1 | 1 | 0 |
104 | Zaharijas, Gabrijela | New York University, New York, USA | 2005 | female | 2 | 2 | 2013 | 2 | 41 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 3 | 2 | 2 | 0 | 5 | 3 | 4 | 7 | 8 |
105 | Brink, Jeandrew | Cornell University, New York, USA | 2005 | None | 4 | 8 | 2015 | 7 | 15 | 2015 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 1 | 0 | 2 | 0 |  3 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 3 | 0 | 2 | 3 | 1 | 1 | 1 | 2 | 0 |
106 | Cuk, Matija | Cornell University, New York, USA | 2005 | male | 1 | 0 | 2005 | 6 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 3 | 1 | 2 | 1 | 2 | 3 | 2 | 4 | 1 | 3 | 1 | 2 |
107 | Kuritsyn, Alexey | Princeton University, New Jersey, USA | 2005 | male | 1 | 1 | 2007 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Masters, Karen Louise | Cornell University, New York, USA | 2005 | female | 4 | 11 | 2014 | 8 | 91 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 3 | 3 | 1 | 0 | 2 | 0 | 0 |  1 | 0 | 0 | 1 | 2 | 4 | 1 | 3 | 5 | 1 | 6 | 12 | 8 | 10 | 10 | 13 | 13 |
109 | Noyes, David | University of Maryland, llege Park, Maryland, USA | 2005 | male | 2 | 0 | 2005 | 8 | 8 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 4 | 0 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
110 | Ouellette, Michelle Suzanne | Michigan State University, Michigan, USA | 2005 | female | 1 | 0 | 2005 | 8 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 1 | 0 | 4 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
