n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
213 | Cole, Andrew Alexander | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 8 | 10 | 2017 | 13 | 109 | 2017 | 0 | 0 | 0 | 2 | 2 | 4 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 6 | 5 | 2 | 3 | 5 | 3 | 5 | 1 | 2 | 1 | 2 | 10 | 9 | 11 | 16 | 15 | 7 | 5 | 8 |
214 | Shoemaker, Deirdre Marie | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | female | 1 | 3 | 2008 | 7 | 93 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 3 | 2 | 3 | 2 | 2 | 2 | 4 | 2 | 0 | 4 | 6 | 8 | 5 | 3 | 4 | 7 | 3 | 1 | 27 |
215 | Salmonson, Jay David | UNIVERSITY OF CALIFORNIA, DAVIS | 1999 | male | 2 | 9 | 2006 | 4 | 17 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 1 | 2 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
216 | Mancuso, Salvatore | THE UNIVERSITY OF IOWA | 1999 | male | 2 | 22 | 2016 | 2 | 41 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 2 | 1 | 2 | 0 | 3 | 1 | 4 | 0 | 2 | 2 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 2 | 1 | 4 | 1 | 3 | 3 | 2 | 3 | 1 | 4 | 1 | 6 | 0 | 3 | 3 |
217 | Joiner, David Andrew | RENSSELAER POLYTECHNIC INSTITUTE | 1999 | male | 1 | 2 | 2014 | 1 | 2 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
218 | Li, Pak Shing | UNIVERSITY OF WYOMING | 1999 | male | 6 | 11 | 2015 | 15 | 23 | 2015 | 1 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 3 | 0 | 1 | 1 | 0 |  2 | 4 | 4 | 2 | 0 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 3 | 3 | 1 | 0 | 1 | 3 | 3 | 1 | 4 | 2 | 0 |
219 | Neilsen, David Wayne | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | male | 1 | 5 | 2014 | 2 | 26 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 3 | 0 | 1 | 2 | 3 | 1 | 2 | 0 | 2 | 2 | 3 | 1 | 0 | 3 | 1 | 1 | 1 |
220 | Chen, Xuelei | COLUMBIA UNIVERSITY | 1999 | None | 5 | 40 | 2017 | 11 | 298 | 2017 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 4 | 1 | 2 | 3 | 1 | 3 | 2 | 2 | 3 | 2 | 5 | 2 | 2 | 1 | 2 | 3 |  2 | 1 | 3 | 1 | 2 | 2 | 2 | 7 | 5 | 5 | 6 | 4 | 8 | 9 | 11 | 20 | 15 | 25 | 17 | 29 | 56 | 38 | 29 |
221 | Thilker, David Allan | NEW MEXICO STATE UNIVERSITY | 1999 | male | 2 | 10 | 2010 | 5 | 79 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 1 | 1 | 2 | 10 | 3 | 9 | 7 | 3 | 8 | 6 | 5 | 4 | 6 | 7 | 2 |
222 | Keller, Luke David | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | male | 1 | 2 | 2008 | 8 | 36 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 3 | 1 | 0 | 1 | 1 | 0 | 3 | 0 | 2 | 5 | 3 | 2 | 2 | 2 | 2 | 1 | 2 | 6 | 2 | 1 | 1 | 2 |
223 | Marietta, Evonne Grace | THE UNIVERSITY OF ARIZONA | 1999 | female | 2 | 1 | 2000 | 2 | 1 | 2000 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
224 | Fernandez, Yanga Rolando | UNIVERSITY OF MARYLAND COLLEGE PARK | 1999 | male | 1 | 1 | 2010 | 7 | 66 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 0 | 3 | 1 | 1 | 5 | 5 | 4 | 10 | 3 | 5 | 2 | 8 | 3 | 4 | 2 | 4 | 2 | 1 | 1 |
225 | Henney, Carl John | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 2 | 2 | 2012 | 4 | 25 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 4 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 0 | 3 | 3 | 0 | 3 | 2 |
226 | Holley-Bockelmann, Jocelyn Kelly | THE UNIVERSITY OF MICHIGAN | 1999 | female | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
227 | Weingartner, Joseph C. | PRINCETON UNIVERSITY | 1999 | male | 2 | 10 | 2009 | 6 | 19 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 4 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 1 | 0 | 2 | 0 | 4 | 1 | 2 | 4 | 0 | 3 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
